profile_id,country_name,country_code,Q45,Q46,Q57,Q184,Q218,Q254
436,CAN,20,3.00,2.00,2.00,10.00,1.00,2.00
437,CAN,20,3.00,4.00,2.00,10.00,2.00,2.00
438,CAN,20,1.00,2.00,1.00,5.00,1.00,2.00
439,CAN,20,2.00,1.00,1.00,9.00,1.00,1.00
440,CAN,20,1.00,2.00,2.00,5.00,3.00,1.00
441,CAN,20,2.00,2.00,1.00,4.00,2.00,3.00
442,CAN,20,1.00,2.00,2.00,7.00,3.00,2.00
443,CAN,20,1.00,1.00,2.00,5.00,1.00,1.00
444,CAN,20,1.00,1.00,1.00,7.00,1.00,1.00
445,CAN,20,2.00,1.00,1.00,8.00,1.00,1.00
446,CAN,20,1.00,3.00,2.00,9.00,1.00,2.00
447,CAN,20,1.00,1.00,1.00,9.00,2.00,2.00
448,CAN,20,2.00,2.00,2.00,5.00,2.00,1.00
449,CAN,20,1.00,2.00,1.00,5.00,1.00,3.00
450,CAN,20,2.00,2.00,1.00,10.00,1.00,2.00
451,CAN,20,1.00,1.00,2.00,4.00,1.00,1.00
452,CAN,20,1.00,2.00,2.00,1.00,1.00,3.00
453,CAN,20,1.00,3.00,2.00,1.00,3.00,4.00
454,CAN,20,3.00,1.00,2.00,7.00,1.00,1.00
455,CAN,20,2.00,2.00,1.00,5.00,1.00,2.00
456,CAN,20,1.00,2.00,2.00,4.00,1.00,5.00
457,CAN,20,2.00,3.00,1.00,3.00,1.00,3.00
458,CAN,20,1.00,2.00,2.00,2.00,2.00,1.00
459,CAN,20,1.00,2.00,2.00,5.00,3.00,5.00
460,CAN,20,2.00,2.00,1.00,8.00,1.00,1.00
461,CAN,20,2.00,1.00,1.00,5.00,1.00,1.00
462,CAN,20,1.00,2.00,2.00,7.00,3.00,1.00
463,CAN,20,2.00,2.00,1.00,10.00,1.00,2.00
464,CAN,20,2.00,3.00,1.00,8.00,1.00,4.00
465,CAN,20,1.00,1.00,2.00,9.00,1.00,1.00
466,CAN,20,2.00,2.00,2.00,6.00,2.00,5.00
467,CAN,20,2.00,2.00,2.00,5.00,1.00,2.00
468,CAN,20,1.00,2.00,2.00,2.00,2.00,1.00
469,CAN,20,1.00,1.00,1.00,5.00,1.00,1.00
470,CAN,20,3.00,3.00,1.00,8.00,1.00,2.00
471,CAN,20,2.00,2.00,2.00,3.00,2.00,1.00
472,CAN,20,2.00,2.00,2.00,2.00,2.00,1.00
473,CAN,20,2.00,2.00,2.00,5.00,1.00,3.00
474,CAN,20,1.00,3.00,2.00,9.00,1.00,3.00
475,CAN,20,2.00,2.00,1.00,2.00,3.00,2.00
476,CAN,20,1.00,2.00,1.00,6.00,1.00,3.00
477,CAN,20,1.00,1.00,2.00,1.00,2.00,1.00
478,CAN,20,2.00,2.00,1.00,7.00,1.00,2.00
479,CAN,20,2.00,2.00,1.00,5.00,1.00,1.00
480,CAN,20,1.00,2.00,1.00,10.00,2.00,1.00
481,CAN,20,1.00,2.00,1.00,7.00,3.00,1.00
482,CAN,20,2.00,2.00,2.00,8.00,2.00,3.00
483,CAN,20,3.00,1.00,1.00,10.00,1.00,1.00
484,CAN,20,2.00,2.00,1.00,3.00,2.00,1.00
485,CAN,20,2.00,1.00,2.00,9.00,1.00,2.00
486,CAN,20,1.00,3.00,2.00,8.00,2.00,2.00
487,CAN,20,1.00,1.00,1.00,6.00,2.00,1.00
488,CAN,20,1.00,3.00,2.00,9.00,3.00,5.00
489,CAN,20,1.00,1.00,2.00,2.00,1.00,1.00
490,CAN,20,3.00,4.00,2.00,10.00,1.00,1.00
491,CAN,20,1.00,2.00,1.00,8.00,3.00,1.00
492,CAN,20,2.00,1.00,1.00,10.00,3.00,1.00
493,CAN,20,2.00,2.00,2.00,7.00,1.00,2.00
494,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
495,CAN,20,3.00,3.00,2.00,10.00,1.00,2.00
496,CAN,20,1.00,2.00,1.00,6.00,2.00,1.00
497,CAN,20,1.00,2.00,2.00,7.00,3.00,2.00
498,CAN,20,2.00,2.00,2.00,9.00,2.00,2.00
499,CAN,20,2.00,2.00,2.00,3.00,2.00,2.00
500,CAN,20,2.00,2.00,1.00,4.00,2.00,2.00
501,CAN,20,1.00,1.00,1.00,3.00,1.00,5.00
502,CAN,20,2.00,2.00,2.00,8.00,1.00,1.00
503,CAN,20,2.00,2.00,2.00,8.00,1.00,1.00
504,CAN,20,2.00,2.00,1.00,7.00,2.00,2.00
505,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
506,CAN,20,1.00,2.00,2.00,5.00,1.00,2.00
507,CAN,20,2.00,4.00,2.00,5.00,2.00,2.00
508,CAN,20,2.00,2.00,2.00,4.00,1.00,2.00
509,CAN,20,1.00,2.00,2.00,5.00,3.00,1.00
510,CAN,20,2.00,2.00,2.00,9.00,1.00,1.00
511,CAN,20,3.00,1.00,1.00,10.00,1.00,1.00
512,CAN,20,1.00,2.00,2.00,1.00,1.00,3.00
513,CAN,20,1.00,3.00,2.00,5.00,3.00,1.00
514,CAN,20,2.00,2.00,1.00,5.00,2.00,3.00
515,CAN,20,1.00,2.00,2.00,9.00,1.00,2.00
516,CAN,20,1.00,1.00,2.00,1.00,2.00,1.00
517,CAN,20,2.00,4.00,2.00,7.00,1.00,2.00
518,CAN,20,2.00,3.00,1.00,10.00,1.00,1.00
519,CAN,20,2.00,2.00,2.00,10.00,1.00,1.00
520,CAN,20,2.00,3.00,2.00,5.00,1.00,5.00
521,CAN,20,2.00,1.00,1.00,10.00,2.00,1.00
522,CAN,20,1.00,2.00,2.00,9.00,2.00,1.00
523,CAN,20,1.00,3.00,2.00,10.00,1.00,2.00
524,CAN,20,2.00,2.00,2.00,3.00,2.00,1.00
525,CAN,20,2.00,3.00,2.00,5.00,1.00,2.00
526,CAN,20,1.00,2.00,1.00,7.00,3.00,2.00
527,CAN,20,3.00,3.00,1.00,10.00,1.00,1.00
528,CAN,20,2.00,1.00,2.00,7.00,1.00,1.00
529,CAN,20,2.00,2.00,1.00,5.00,2.00,1.00
530,CAN,20,2.00,2.00,2.00,2.00,3.00,1.00
531,CAN,20,1.00,2.00,2.00,10.00,2.00,2.00
532,CAN,20,1.00,2.00,1.00,2.00,1.00,1.00
533,CAN,20,2.00,1.00,2.00,4.00,2.00,2.00
534,CAN,20,2.00,2.00,1.00,9.00,2.00,2.00
535,CAN,20,3.00,2.00,2.00,5.00,2.00,1.00
536,CAN,20,2.00,1.00,1.00,5.00,2.00,1.00
537,CAN,20,3.00,4.00,2.00,7.00,1.00,4.00
538,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
539,CAN,20,1.00,2.00,2.00,9.00,2.00,2.00
540,CAN,20,1.00,2.00,1.00,2.00,3.00,2.00
541,CAN,20,2.00,1.00,2.00,8.00,2.00,2.00
542,CAN,20,2.00,2.00,2.00,6.00,3.00,1.00
543,CAN,20,2.00,2.00,1.00,5.00,1.00,2.00
544,CAN,20,3.00,3.00,2.00,5.00,3.00,1.00
545,CAN,20,2.00,2.00,2.00,8.00,1.00,1.00
546,CAN,20,2.00,2.00,1.00,5.00,1.00,1.00
547,CAN,20,2.00,2.00,2.00,5.00,2.00,2.00
548,CAN,20,2.00,1.00,1.00,8.00,2.00,2.00
549,CAN,20,2.00,3.00,2.00,8.00,1.00,2.00
550,CAN,20,1.00,1.00,1.00,8.00,2.00,1.00
551,CAN,20,3.00,4.00,2.00,5.00,1.00,1.00
552,CAN,20,2.00,2.00,2.00,6.00,2.00,1.00
553,CAN,20,1.00,2.00,1.00,8.00,1.00,2.00
554,CAN,20,1.00,2.00,2.00,5.00,2.00,2.00
555,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
556,CAN,20,1.00,2.00,1.00,9.00,1.00,2.00
557,CAN,20,1.00,1.00,1.00,10.00,1.00,1.00
558,CAN,20,3.00,2.00,2.00,6.00,1.00,3.00
559,CAN,20,2.00,2.00,2.00,7.00,3.00,1.00
560,CAN,20,3.00,2.00,1.00,10.00,1.00,5.00
561,CAN,20,1.00,2.00,1.00,7.00,1.00,2.00
562,CAN,20,2.00,2.00,1.00,9.00,1.00,2.00
563,CAN,20,1.00,3.00,2.00,8.00,1.00,4.00
564,CAN,20,1.00,2.00,1.00,5.00,1.00,2.00
565,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
566,CAN,20,1.00,1.00,2.00,8.00,2.00,2.00
567,CAN,20,2.00,3.00,2.00,5.00,1.00,3.00
568,CAN,20,1.00,2.00,2.00,8.00,1.00,2.00
569,CAN,20,3.00,3.00,2.00,10.00,1.00,2.00
570,CAN,20,3.00,2.00,1.00,5.00,1.00,3.00
571,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
572,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
573,CAN,20,2.00,2.00,2.00,8.00,1.00,1.00
574,CAN,20,2.00,1.00,1.00,8.00,1.00,1.00
575,CAN,20,1.00,2.00,1.00,1.00,1.00,1.00
576,CAN,20,1.00,2.00,2.00,3.00,1.00,2.00
577,CAN,20,1.00,2.00,2.00,1.00,1.00,4.00
578,CAN,20,1.00,2.00,2.00,8.00,2.00,2.00
579,CAN,20,2.00,1.00,2.00,10.00,1.00,1.00
580,CAN,20,2.00,2.00,2.00,10.00,1.00,3.00
581,CAN,20,3.00,1.00,2.00,7.00,1.00,1.00
582,CAN,20,1.00,2.00,1.00,6.00,3.00,2.00
583,CAN,20,1.00,2.00,2.00,10.00,1.00,4.00
584,CAN,20,1.00,2.00,2.00,4.00,2.00,2.00
585,CAN,20,2.00,2.00,1.00,2.00,1.00,1.00
586,CAN,20,2.00,1.00,2.00,5.00,2.00,1.00
587,CAN,20,2.00,2.00,2.00,7.00,1.00,3.00
588,CAN,20,1.00,1.00,2.00,1.00,2.00,1.00
589,CAN,20,2.00,3.00,1.00,10.00,1.00,2.00
590,CAN,20,2.00,2.00,1.00,5.00,2.00,2.00
591,CAN,20,1.00,2.00,2.00,9.00,1.00,5.00
592,CAN,20,2.00,2.00,2.00,9.00,2.00,1.00
593,CAN,20,3.00,2.00,2.00,5.00,1.00,3.00
594,CAN,20,2.00,2.00,2.00,8.00,1.00,2.00
595,CAN,20,2.00,1.00,1.00,5.00,1.00,1.00
596,CAN,20,2.00,1.00,1.00,6.00,2.00,3.00
597,CAN,20,3.00,2.00,1.00,5.00,2.00,1.00
598,CAN,20,2.00,2.00,2.00,5.00,3.00,1.00
599,CAN,20,1.00,1.00,2.00,10.00,1.00,1.00
600,CAN,20,3.00,1.00,1.00,10.00,2.00,1.00
601,CAN,20,2.00,2.00,2.00,7.00,2.00,2.00
602,CAN,20,2.00,2.00,2.00,1.00,2.00,1.00
603,CAN,20,1.00,2.00,1.00,5.00,2.00,2.00
604,CAN,20,2.00,1.00,1.00,8.00,1.00,2.00
605,CAN,20,2.00,2.00,1.00,3.00,1.00,1.00
606,CAN,20,2.00,3.00,1.00,2.00,1.00,2.00
607,CAN,20,2.00,3.00,2.00,10.00,1.00,2.00
608,CAN,20,1.00,2.00,1.00,6.00,2.00,1.00
609,CAN,20,1.00,2.00,2.00,8.00,1.00,2.00
610,CAN,20,2.00,2.00,1.00,5.00,1.00,3.00
611,CAN,20,2.00,2.00,1.00,9.00,1.00,1.00
612,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
613,CAN,20,2.00,2.00,1.00,8.00,2.00,3.00
614,CAN,20,2.00,2.00,2.00,8.00,3.00,1.00
615,CAN,20,2.00,2.00,1.00,6.00,1.00,1.00
616,CAN,20,1.00,1.00,1.00,6.00,2.00,2.00
617,CAN,20,1.00,2.00,2.00,7.00,2.00,2.00
618,CAN,20,2.00,2.00,1.00,8.00,2.00,1.00
619,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
620,CAN,20,3.00,2.00,2.00,10.00,1.00,1.00
621,CAN,20,1.00,2.00,1.00,10.00,1.00,1.00
622,CAN,20,2.00,2.00,1.00,5.00,2.00,2.00
623,CAN,20,2.00,2.00,2.00,10.00,1.00,1.00
624,CAN,20,1.00,2.00,1.00,10.00,1.00,2.00
625,CAN,20,1.00,1.00,1.00,5.00,2.00,1.00
626,CAN,20,1.00,1.00,2.00,10.00,1.00,1.00
627,CAN,20,1.00,1.00,2.00,8.00,2.00,1.00
628,CAN,20,1.00,2.00,1.00,9.00,1.00,2.00
629,CAN,20,1.00,1.00,2.00,10.00,1.00,2.00
630,CAN,20,3.00,2.00,2.00,10.00,1.00,2.00
631,CAN,20,1.00,2.00,2.00,8.00,2.00,1.00
632,CAN,20,2.00,2.00,1.00,10.00,1.00,2.00
633,CAN,20,2.00,2.00,2.00,4.00,2.00,2.00
634,CAN,20,2.00,2.00,1.00,8.00,1.00,2.00
635,CAN,20,1.00,3.00,2.00,9.00,1.00,2.00
636,CAN,20,2.00,2.00,1.00,9.00,1.00,2.00
637,CAN,20,3.00,2.00,1.00,10.00,1.00,1.00
638,CAN,20,1.00,2.00,2.00,5.00,1.00,1.00
639,CAN,20,2.00,2.00,1.00,5.00,3.00,2.00
640,CAN,20,2.00,1.00,2.00,5.00,2.00,1.00
641,CAN,20,1.00,2.00,1.00,6.00,1.00,1.00
642,CAN,20,2.00,2.00,1.00,9.00,1.00,2.00
643,CAN,20,3.00,3.00,2.00,2.00,2.00,2.00
644,CAN,20,1.00,2.00,1.00,6.00,1.00,2.00
645,CAN,20,3.00,3.00,2.00,5.00,1.00,3.00
646,CAN,20,1.00,2.00,1.00,8.00,1.00,1.00
647,CAN,20,1.00,2.00,1.00,6.00,1.00,2.00
648,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
649,CAN,20,2.00,2.00,2.00,7.00,2.00,2.00
650,CAN,20,3.00,3.00,2.00,10.00,2.00,1.00
651,CAN,20,2.00,1.00,1.00,8.00,1.00,1.00
652,CAN,20,2.00,2.00,1.00,7.00,2.00,1.00
653,CAN,20,3.00,2.00,2.00,10.00,1.00,2.00
654,CAN,20,1.00,2.00,1.00,7.00,1.00,2.00
655,CAN,20,2.00,2.00,1.00,5.00,3.00,2.00
656,CAN,20,2.00,2.00,1.00,6.00,1.00,2.00
657,CAN,20,2.00,2.00,1.00,6.00,2.00,3.00
658,CAN,20,2.00,3.00,1.00,9.00,1.00,2.00
659,CAN,20,2.00,1.00,1.00,5.00,2.00,1.00
660,CAN,20,3.00,1.00,1.00,9.00,1.00,1.00
661,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
662,CAN,20,2.00,2.00,1.00,7.00,3.00,1.00
663,CAN,20,1.00,2.00,2.00,10.00,1.00,2.00
664,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
665,CAN,20,2.00,2.00,2.00,3.00,3.00,1.00
666,CAN,20,1.00,2.00,1.00,8.00,2.00,2.00
667,CAN,20,1.00,2.00,2.00,8.00,1.00,1.00
668,CAN,20,3.00,2.00,2.00,1.00,2.00,1.00
669,CAN,20,1.00,2.00,2.00,1.00,1.00,1.00
670,CAN,20,1.00,1.00,1.00,7.00,3.00,1.00
671,CAN,20,1.00,2.00,2.00,1.00,2.00,1.00
672,CAN,20,2.00,1.00,1.00,10.00,2.00,2.00
673,CAN,20,2.00,2.00,1.00,3.00,1.00,2.00
674,CAN,20,1.00,1.00,1.00,9.00,1.00,1.00
675,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
676,CAN,20,2.00,2.00,2.00,7.00,2.00,3.00
677,CAN,20,1.00,1.00,1.00,10.00,1.00,2.00
678,CAN,20,1.00,2.00,2.00,1.00,3.00,1.00
679,CAN,20,2.00,2.00,1.00,5.00,2.00,2.00
680,CAN,20,3.00,2.00,1.00,10.00,1.00,1.00
681,CAN,20,1.00,1.00,1.00,9.00,1.00,2.00
682,CAN,20,2.00,2.00,1.00,5.00,2.00,1.00
683,CAN,20,2.00,2.00,2.00,5.00,1.00,1.00
684,CAN,20,2.00,2.00,2.00,5.00,1.00,2.00
685,CAN,20,3.00,2.00,1.00,2.00,2.00,1.00
686,CAN,20,2.00,2.00,1.00,8.00,3.00,1.00
687,CAN,20,2.00,1.00,2.00,10.00,1.00,1.00
688,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
689,CAN,20,1.00,1.00,1.00,9.00,1.00,2.00
690,CAN,20,1.00,2.00,2.00,7.00,1.00,2.00
691,CAN,20,1.00,2.00,2.00,1.00,3.00,1.00
692,CAN,20,1.00,2.00,1.00,5.00,1.00,2.00
693,CAN,20,2.00,2.00,1.00,2.00,1.00,2.00
694,CAN,20,3.00,4.00,1.00,10.00,1.00,3.00
695,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
696,CAN,20,1.00,3.00,2.00,5.00,3.00,4.00
697,CAN,20,2.00,2.00,2.00,1.00,3.00,1.00
698,CAN,20,2.00,3.00,2.00,8.00,1.00,1.00
699,CAN,20,2.00,2.00,2.00,10.00,1.00,5.00
700,CAN,20,1.00,2.00,2.00,5.00,1.00,1.00
701,CAN,20,1.00,2.00,1.00,9.00,1.00,2.00
702,CAN,20,2.00,2.00,1.00,8.00,1.00,2.00
703,CAN,20,2.00,2.00,2.00,5.00,1.00,3.00
704,CAN,20,2.00,2.00,1.00,1.00,3.00,1.00
705,CAN,20,3.00,2.00,1.00,5.00,2.00,3.00
706,CAN,20,2.00,2.00,1.00,7.00,1.00,2.00
707,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
708,CAN,20,2.00,2.00,1.00,5.00,1.00,2.00
709,CAN,20,1.00,2.00,2.00,10.00,2.00,2.00
710,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
711,CAN,20,1.00,2.00,2.00,7.00,1.00,1.00
712,CAN,20,2.00,2.00,1.00,7.00,1.00,1.00
713,CAN,20,3.00,2.00,2.00,8.00,1.00,1.00
714,CAN,20,2.00,1.00,1.00,8.00,2.00,1.00
715,CAN,20,2.00,1.00,1.00,8.00,2.00,1.00
716,CAN,20,1.00,2.00,1.00,8.00,2.00,1.00
717,CAN,20,2.00,1.00,1.00,4.00,1.00,1.00
718,CAN,20,1.00,2.00,1.00,9.00,2.00,2.00
719,CAN,20,2.00,1.00,1.00,9.00,1.00,1.00
720,CAN,20,2.00,1.00,1.00,10.00,1.00,2.00
721,CAN,20,1.00,3.00,2.00,9.00,1.00,2.00
722,CAN,20,2.00,2.00,2.00,5.00,3.00,2.00
723,CAN,20,2.00,1.00,2.00,10.00,3.00,1.00
724,CAN,20,2.00,2.00,2.00,9.00,1.00,5.00
725,CAN,20,1.00,2.00,2.00,5.00,3.00,5.00
726,CAN,20,2.00,2.00,2.00,10.00,1.00,1.00
727,CAN,20,1.00,2.00,1.00,8.00,1.00,2.00
728,CAN,20,1.00,2.00,1.00,7.00,1.00,2.00
729,CAN,20,2.00,1.00,1.00,5.00,1.00,2.00
730,CAN,20,2.00,3.00,2.00,6.00,2.00,2.00
731,CAN,20,2.00,2.00,2.00,10.00,2.00,2.00
732,CAN,20,3.00,2.00,1.00,4.00,2.00,1.00
733,CAN,20,3.00,2.00,1.00,9.00,2.00,2.00
734,CAN,20,1.00,2.00,2.00,7.00,2.00,1.00
735,CAN,20,1.00,1.00,1.00,5.00,1.00,1.00
736,CAN,20,1.00,2.00,2.00,10.00,1.00,2.00
737,CAN,20,1.00,2.00,1.00,3.00,1.00,2.00
738,CAN,20,1.00,2.00,2.00,10.00,2.00,2.00
739,CAN,20,2.00,4.00,2.00,8.00,1.00,2.00
740,CAN,20,3.00,3.00,2.00,5.00,1.00,1.00
741,CAN,20,1.00,2.00,1.00,10.00,1.00,1.00
742,CAN,20,2.00,2.00,1.00,9.00,2.00,1.00
743,CAN,20,2.00,2.00,1.00,6.00,1.00,2.00
744,CAN,20,3.00,2.00,1.00,10.00,3.00,3.00
745,CAN,20,1.00,2.00,2.00,8.00,3.00,1.00
746,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
747,CAN,20,1.00,1.00,2.00,5.00,2.00,3.00
748,CAN,20,3.00,2.00,2.00,8.00,2.00,2.00
749,CAN,20,1.00,2.00,1.00,9.00,1.00,2.00
750,CAN,20,1.00,2.00,2.00,3.00,1.00,2.00
751,CAN,20,1.00,2.00,1.00,9.00,2.00,1.00
752,CAN,20,2.00,2.00,1.00,6.00,2.00,1.00
753,CAN,20,1.00,2.00,2.00,4.00,2.00,1.00
754,CAN,20,3.00,3.00,2.00,8.00,1.00,1.00
755,CAN,20,3.00,3.00,1.00,10.00,1.00,2.00
756,CAN,20,1.00,2.00,1.00,6.00,2.00,1.00
757,CAN,20,1.00,2.00,1.00,5.00,1.00,1.00
758,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
759,CAN,20,1.00,1.00,1.00,5.00,3.00,2.00
760,CAN,20,1.00,1.00,2.00,9.00,3.00,2.00
761,CAN,20,1.00,1.00,2.00,10.00,2.00,2.00
762,CAN,20,2.00,2.00,1.00,8.00,2.00,1.00
763,CAN,20,1.00,1.00,1.00,1.00,1.00,2.00
764,CAN,20,2.00,3.00,1.00,8.00,1.00,2.00
765,CAN,20,2.00,1.00,1.00,10.00,3.00,2.00
766,CAN,20,2.00,1.00,2.00,5.00,3.00,1.00
767,CAN,20,1.00,2.00,2.00,7.00,1.00,2.00
768,CAN,20,2.00,1.00,1.00,10.00,1.00,1.00
769,CAN,20,3.00,2.00,1.00,9.00,1.00,1.00
770,CAN,20,1.00,2.00,2.00,9.00,1.00,1.00
771,CAN,20,2.00,2.00,2.00,7.00,3.00,1.00
772,CAN,20,1.00,1.00,1.00,10.00,1.00,1.00
773,CAN,20,2.00,2.00,2.00,7.00,1.00,3.00
774,CAN,20,1.00,2.00,2.00,5.00,1.00,1.00
775,CAN,20,2.00,2.00,2.00,5.00,1.00,2.00
776,CAN,20,2.00,2.00,1.00,10.00,1.00,2.00
777,CAN,20,1.00,2.00,2.00,10.00,3.00,1.00
778,CAN,20,1.00,2.00,2.00,8.00,1.00,1.00
779,CAN,20,2.00,2.00,1.00,8.00,1.00,1.00
780,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
781,CAN,20,2.00,2.00,2.00,8.00,2.00,2.00
782,CAN,20,1.00,2.00,2.00,6.00,2.00,1.00
783,CAN,20,2.00,2.00,1.00,10.00,1.00,2.00
784,CAN,20,2.00,2.00,1.00,2.00,2.00,1.00
785,CAN,20,1.00,2.00,2.00,5.00,2.00,1.00
786,CAN,20,1.00,2.00,2.00,8.00,1.00,2.00
787,CAN,20,1.00,2.00,2.00,5.00,1.00,1.00
788,CAN,20,2.00,2.00,2.00,5.00,3.00,3.00
789,CAN,20,1.00,3.00,2.00,5.00,3.00,3.00
790,CAN,20,2.00,2.00,1.00,10.00,1.00,2.00
791,CAN,20,1.00,2.00,1.00,7.00,1.00,2.00
792,CAN,20,1.00,2.00,1.00,5.00,1.00,1.00
793,CAN,20,2.00,1.00,1.00,4.00,1.00,1.00
794,CAN,20,3.00,4.00,2.00,1.00,1.00,4.00
795,CAN,20,1.00,2.00,1.00,8.00,1.00,2.00
796,CAN,20,1.00,3.00,2.00,5.00,1.00,3.00
797,CAN,20,1.00,2.00,1.00,10.00,1.00,1.00
798,CAN,20,2.00,1.00,1.00,8.00,1.00,1.00
799,CAN,20,1.00,2.00,1.00,6.00,1.00,1.00
800,CAN,20,1.00,2.00,2.00,5.00,1.00,1.00
801,CAN,20,2.00,2.00,2.00,5.00,1.00,1.00
802,CAN,20,2.00,1.00,1.00,8.00,1.00,1.00
803,CAN,20,2.00,2.00,2.00,4.00,1.00,2.00
804,CAN,20,2.00,2.00,2.00,5.00,2.00,2.00
805,CAN,20,1.00,2.00,2.00,10.00,1.00,2.00
806,CAN,20,3.00,2.00,1.00,8.00,1.00,1.00
807,CAN,20,2.00,2.00,1.00,6.00,2.00,1.00
808,CAN,20,1.00,2.00,1.00,4.00,1.00,1.00
809,CAN,20,3.00,2.00,2.00,8.00,1.00,3.00
810,CAN,20,1.00,3.00,2.00,10.00,1.00,1.00
811,CAN,20,1.00,2.00,1.00,8.00,2.00,1.00
812,CAN,20,2.00,2.00,2.00,7.00,2.00,2.00
813,CAN,20,1.00,1.00,1.00,9.00,1.00,1.00
814,CAN,20,3.00,2.00,2.00,5.00,1.00,3.00
815,CAN,20,1.00,1.00,1.00,1.00,2.00,1.00
816,CAN,20,3.00,1.00,1.00,10.00,1.00,1.00
817,CAN,20,2.00,1.00,1.00,5.00,1.00,3.00
818,CAN,20,2.00,2.00,2.00,10.00,1.00,2.00
819,CAN,20,2.00,2.00,1.00,8.00,1.00,2.00
820,CAN,20,1.00,2.00,1.00,7.00,3.00,2.00
821,CAN,20,2.00,2.00,2.00,10.00,2.00,3.00
822,CAN,20,1.00,2.00,2.00,8.00,2.00,5.00
823,CAN,20,1.00,2.00,1.00,5.00,1.00,1.00
824,CAN,20,1.00,2.00,1.00,7.00,1.00,1.00
825,CAN,20,2.00,2.00,2.00,5.00,2.00,2.00
826,CAN,20,1.00,2.00,1.00,8.00,2.00,2.00
827,CAN,20,1.00,1.00,1.00,8.00,1.00,1.00
828,CAN,20,1.00,1.00,2.00,7.00,1.00,2.00
829,CAN,20,3.00,3.00,1.00,8.00,2.00,3.00
830,CAN,20,3.00,1.00,1.00,1.00,1.00,1.00
831,CAN,20,2.00,1.00,1.00,8.00,1.00,1.00
832,CAN,20,2.00,3.00,2.00,6.00,2.00,1.00
833,CAN,20,1.00,1.00,1.00,9.00,2.00,1.00
834,CAN,20,1.00,2.00,2.00,7.00,2.00,2.00
835,CAN,20,3.00,3.00,2.00,8.00,1.00,1.00
836,CAN,20,2.00,2.00,1.00,8.00,1.00,1.00
837,CAN,20,2.00,3.00,2.00,8.00,2.00,2.00
838,CAN,20,2.00,2.00,2.00,5.00,1.00,1.00
839,CAN,20,3.00,2.00,2.00,10.00,1.00,4.00
840,CAN,20,2.00,2.00,2.00,5.00,1.00,2.00
841,CAN,20,1.00,1.00,1.00,7.00,3.00,2.00
842,CAN,20,2.00,2.00,2.00,6.00,2.00,2.00
843,CAN,20,3.00,3.00,1.00,3.00,1.00,4.00
844,CAN,20,1.00,2.00,1.00,8.00,1.00,1.00
845,CAN,20,1.00,1.00,2.00,6.00,2.00,1.00
846,CAN,20,3.00,2.00,1.00,10.00,1.00,1.00
847,CAN,20,3.00,2.00,2.00,5.00,1.00,2.00
848,CAN,20,3.00,2.00,1.00,3.00,3.00,2.00
849,CAN,20,2.00,3.00,2.00,1.00,1.00,3.00
850,CAN,20,1.00,2.00,2.00,10.00,1.00,2.00
851,CAN,20,2.00,2.00,1.00,10.00,1.00,1.00
852,CAN,20,2.00,2.00,2.00,5.00,2.00,1.00
853,CAN,20,2.00,2.00,2.00,7.00,3.00,4.00
854,CAN,20,1.00,2.00,2.00,8.00,3.00,1.00
855,CAN,20,3.00,2.00,1.00,6.00,2.00,1.00
856,CAN,20,3.00,2.00,1.00,6.00,1.00,1.00
857,CAN,20,2.00,2.00,1.00,10.00,1.00,2.00
858,CAN,20,2.00,2.00,1.00,9.00,1.00,2.00
859,CAN,20,2.00,2.00,2.00,10.00,1.00,1.00
860,CAN,20,3.00,1.00,2.00,5.00,1.00,1.00
861,CAN,20,1.00,2.00,1.00,6.00,2.00,1.00
862,CAN,20,1.00,2.00,2.00,8.00,2.00,2.00
863,CAN,20,2.00,1.00,2.00,1.00,1.00,1.00
864,CAN,20,2.00,2.00,2.00,3.00,2.00,5.00
865,CAN,20,3.00,1.00,1.00,10.00,1.00,2.00
866,CAN,20,2.00,2.00,2.00,6.00,2.00,1.00
867,CAN,20,1.00,1.00,1.00,10.00,1.00,1.00
868,CAN,20,1.00,2.00,1.00,4.00,1.00,1.00
869,CAN,20,1.00,2.00,2.00,1.00,1.00,2.00
870,CAN,20,1.00,3.00,1.00,10.00,1.00,2.00
871,CAN,20,1.00,2.00,1.00,9.00,1.00,2.00
